5.501300e+01	-5.241256e+01	-5.754150e-02	2.643653e-04	-1.072770e-02	-1.430654e-04
6.578869e+01	3.997361e+01	1.011808e+00	1.346203e-03	-1.229098e-02	-2.646723e-04
8.306790e+01	-9.086796e+01	1.596347e+00	1.388492e-03	-1.512096e-02	-8.952652e-05
7.443471e+01	6.744955e+01	9.120244e-01	8.843407e-04	-1.392240e-02	-6.813984e-04
1.065117e+02	-2.183805e+01	-9.147618e-01	4.348665e-05	-1.842730e-02	1.411287e-04
6.757778e+01	7.626328e+01	-9.958083e-01	-1.011193e-03	-1.319062e-02	5.445435e-04
6.335532e+01	4.018039e+01	-3.567211e-01	9.278359e-04	-1.154423e-02	5.720738e-06
9.219327e+01	-3.312999e+01	2.387625e+00	-8.286081e-04	-1.692631e-02	5.856440e-04
1.008554e+02	6.064930e+01	5.094100e-01	-5.215064e-04	-1.834764e-02	-1.710230e-04
4.456452e+01	4.408313e+01	4.897070e-01	-1.392030e-04	-8.712656e-03	-8.777004e-07
9.437735e+01	2.349056e+01	-1.503774e+00	-5.572749e-05	-1.760224e-02	4.656777e-04
7.055710e+01	-1.536177e+01	9.503014e-01	-1.909610e-04	-1.316327e-02	-2.056438e-06
6.060730e+01	-5.403888e+01	-7.224190e-01	1.471635e-04	-1.156463e-02	3.938642e-05
5.110096e+01	4.135881e+01	-6.483028e-01	6.035758e-05	-9.619673e-03	-5.528500e-05
1.045876e+02	4.626213e+01	-7.980938e-01	4.510950e-04	-1.823536e-02	2.605176e-04
4.756074e+01	3.103763e+01	-1.109939e+00	-8.325743e-04	-8.979344e-03	1.655174e-04
4.887097e+01	-6.709236e+01	1.016469e+00	-1.015294e-04	-9.532120e-03	5.951706e-06
9.217244e+01	-5.922890e+00	-6.153486e-01	-6.315383e-04	-1.682791e-02	-1.778061e-06
6.595295e+01	-6.400553e+01	-3.232326e-01	3.143487e-04	-1.264257e-02	-7.003340e-05
7.873407e+01	-6.717624e+01	2.279787e-01	-1.454968e-03	-1.532059e-02	1.592429e-04
9.637892e+01	6.454746e+01	2.966612e+00	-9.232159e-04	-1.800472e-02	3.917155e-04
6.047193e+01	8.180341e+01	-3.657006e-01	-3.754982e-04	-1.246151e-02	7.490697e-05
7.003431e+01	3.708776e+01	-2.584432e+00	5.250506e-04	-1.290973e-02	4.591567e-05
1.027655e+02	-6.419871e+01	8.135140e-01	-1.131100e-03	-1.888438e-02	-9.038848e-05
4.717905e+01	7.226599e+00	3.908106e+00	-9.050707e-04	-9.159374e-03	-3.032152e-04
9.341479e+01	-2.404484e+01	2.848999e+00	-8.861238e-04	-1.767645e-02	1.606690e-05
8.928073e+01	-5.052883e+01	1.794387e+00	-6.718984e-04	-1.674489e-02	-1.907749e-04
1.117495e+02	-7.409377e+01	-3.053996e-01	-7.690386e-04	-2.015894e-02	9.100664e-05
5.796396e+01	5.571578e+01	6.767835e-01	9.142290e-04	-1.059236e-02	-1.279372e-04
9.571003e+01	5.418888e+01	3.453061e-01	-7.595383e-04	-1.767524e-02	2.153630e-06
6.787385e+01	4.711016e+00	1.025476e+00	-1.208778e-03	-1.303273e-02	8.859438e-06
1.002300e+02	8.910358e+01	6.153307e-01	7.534330e-04	-1.862821e-02	4.658877e-04
8.876788e+01	-9.177005e+01	-2.329219e-01	-6.193574e-04	-1.620368e-02	-3.349874e-04
1.068146e+02	-8.690247e+01	3.536562e+00	2.787154e-04	-1.873493e-02	6.806354e-05
9.470843e+01	3.034556e+01	-4.804366e-01	4.738221e-05	-1.730188e-02	4.532964e-04
9.563959e+01	-9.261486e+01	-2.456467e+00	-4.209825e-04	-1.695822e-02	-5.184861e-04
7.606019e+01	7.609320e+01	-8.877875e-01	-8.785946e-04	-1.432405e-02	4.653363e-04
8.060248e+01	6.659242e+01	-1.165790e+00	-3.524114e-04	-1.371460e-02	9.572577e-06
7.008669e+01	-9.457771e+00	2.021080e+00	-1.157641e-03	-1.359576e-02	7.777380e-06
1.137217e+02	7.498364e+01	-1.691255e+00	1.470039e-03	-1.936431e-02	7.516675e-05
1.018579e+02	-7.430100e+01	1.003898e+00	-1.110304e-03	-1.833545e-02	-5.929135e-05
6.447537e+01	-2.840953e+01	-1.018312e+00	1.101268e-03	-1.220166e-02	3.828120e-04
7.089327e+01	-5.632878e+01	-9.496652e-02	2.855068e-04	-1.318546e-02	-5.957285e-05
9.227674e+01	2.509215e+01	2.119351e+00	-1.276470e-04	-1.649271e-02	7.353336e-05
9.407665e+01	6.199166e+01	-6.178242e-01	-7.410569e-04	-1.781598e-02	6.191536e-05
1.185779e+02	4.613136e+01	5.003279e-01	1.393913e-03	-2.043054e-02	-3.868638e-05
6.536101e+01	-6.267058e+01	-2.699038e+00	8.697855e-04	-1.256677e-02	-3.434167e-05
9.483428e+01	1.806037e+01	7.705097e-01	1.090679e-03	-1.667469e-02	-1.165197e-04
1.077848e+02	-8.806258e+01	1.033960e+00	2.989383e-04	-1.861815e-02	-9.369382e-06
9.318336e+01	6.118594e+01	3.800927e+00	1.707290e-04	-1.706505e-02	7.541547e-05
9.996792e+01	-7.544574e+01	-1.355041e+00	-7.528135e-04	-1.832395e-02	1.641126e-05
1.014338e+02	-9.087233e+01	2.398996e-01	2.401094e-06	-1.877444e-02	-2.294427e-04
7.534467e+01	7.371480e+01	-2.152200e+00	-2.727644e-04	-1.454918e-02	-9.360233e-04
4.584916e+00	-9.509758e+00	-2.669995e-04	1.988815e-04	-1.118805e-03	-8.251789e-08
6.395231e+01	-2.523582e+01	-8.646212e-01	1.422611e-03	-1.193665e-02	4.109333e-04
9.194268e+01	1.144632e+01	-3.554315e-01	7.366702e-04	-1.525694e-02	1.502492e-04
